City ID,City,Country,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
1635815,Maumere,ID,-8.62,122.21,79.47,77,15,3.49,1603042356
4945455,Norfolk,US,42.17,-71.25,62.01,41,73,11.41,1603042356
3459435,Juquitiba,BR,-23.93,-47.07,77.0,57,75,6.93,1603042356
2270385,Camacha,PT,33.08,-16.33,71.6,88,40,16.11,1603042356
5847411,Kahului,US,20.89,-156.47,77.0,78,20,3.36,1603042357
4470244,Havelock,US,34.88,-76.9,75.0,77,37,7.72,1603042158
3932145,Pisco,PE,-13.7,-76.22,64.99,82,90,6.93,1603042357
2171099,Codrington,AU,-38.27,141.97,46.92,93,29,6.38,1603042357
581049,Arkhangelsk,RU,64.54,40.54,33.8,92,90,8.95,1603042357
1496073,Orlik,RU,52.52,99.83,29.75,84,100,2.64,1603042357
5367788,Lompoc,US,34.64,-120.46,66.2,63,1,3.36,1603042099
3471846,Araçuaí,BR,-16.85,-42.07,86.83,40,86,6.55,1603042184
3141332,Røros,NO,62.57,11.38,30.2,80,75,17.22,1603042357
2092164,Lorengau,PG,-2.02,147.27,81.9,77,37,7.56,1603042357
6690296,Saint-Joseph,RE,-21.37,55.62,73.4,73,15,8.05,1603042138
3435261,Concordia,AR,-31.39,-58.02,86.74,55,1,10.04,1603042357
2176639,Batemans Bay,AU,-35.72,150.18,55.99,71,86,1.19,1603042358
3401188,Curuçá,BR,-0.73,-47.85,85.73,63,82,9.37,1603042358
2121909,Poronaysk,RU,49.22,143.12,34.72,77,1,12.24,1603042358
3792379,Santa Rosa del Sur,CO,7.96,-74.05,82.4,72,93,2.66,1603042358
3175788,Oga,IT,46.46,10.35,46.0,74,10,6.93,1603042358
5557293,Sitka,US,57.05,-135.33,42.8,60,90,3.36,1603042358
5134295,Rome,US,43.21,-75.46,59.0,35,1,12.75,1603042325
5924351,Clyde River,CA,70.47,-68.59,21.2,85,20,4.7,1603042358
2021093,Kuytun,RU,54.34,101.5,43.72,75,99,4.32,1603042358
1508427,Charyshskoye,RU,51.4,83.56,29.93,93,59,4.5,1603042358
3033123,Besançon,FR,47.25,6.02,46.0,100,88,2.91,1603042359
2638419,Scarborough,GB,54.28,-0.4,46.99,88,90,1.01,1603042359
1264323,Bhainsa,IN,26.95,76.9,80.96,18,0,6.06,1603042359
1185239,Mathbaria,BD,22.29,89.96,77.16,86,94,2.86,1603042359
1707108,Latung,PH,5.5,120.88,82.51,75,100,10.69,1603042359
934649,Cap Malheureux,MU,-19.98,57.61,73.0,70,1,3.0,1603042359
7117100,Vila,PT,42.03,-8.16,66.2,59,92,2.24,1603042359
7647007,Bariloche,AR,-41.15,-71.31,53.6,37,20,34.45,1603042359
2450173,Taoudenni,ML,22.68,-3.98,89.76,16,0,8.05,1603042359
2212775,Sabha,LY,27.04,14.43,85.35,14,86,6.13,1603042359
116406,Semīrom,IR,31.42,51.57,36.63,63,0,4.14,1603042210
1691703,Rio Tuba,PH,8.51,117.43,81.64,76,64,8.99,1603042359
2400547,Gamba,GA,-2.65,10.0,77.49,87,100,7.96,1603042360
3665202,Aripuanã,BR,-9.17,-60.63,91.09,46,88,1.86,1603042360
1521762,Kurchum,KZ,48.57,83.65,47.16,68,100,16.6,1603042360
359792,Aswān,EG,24.09,32.91,88.77,15,0,11.43,1603042360
1337606,Eydhafushi,MV,5.1,73.07,83.01,75,45,11.72,1603042360
2989569,Oloron-Sainte-Marie,FR,43.19,-0.61,62.6,55,4,4.7,1603042360
55671,Kismayo,SO,-0.36,42.55,78.76,76,71,12.77,1603042360
2186111,Ngunguru,NZ,-35.62,174.5,51.01,94,30,1.01,1603042360
1214026,Sabang,ID,5.89,95.32,83.46,73,100,13.78,1603042360
5464806,Deming,US,32.27,-107.76,75.2,12,1,11.41,1603042360
1497549,Nizhneudinsk,RU,54.91,99.03,43.57,77,100,10.36,1603042360
1526041,Atasū,KZ,48.68,71.64,38.84,67,0,8.55,1603042360
3382160,Cayenne,GF,4.93,-52.33,89.6,59,40,9.17,1603042207
1717886,Caticlan,PH,11.93,121.96,82.85,78,93,9.84,1603042361
1494523,Polovinnoye,RU,54.79,65.99,34.65,82,29,9.04,1603042361
2065594,Mount Isa,AU,-20.73,139.5,82.4,26,21,10.29,1603042361
158825,Izazi,TZ,-7.2,35.73,73.4,46,20,11.41,1603042361
468030,Yelat'ma,RU,54.97,41.75,44.11,79,87,12.03,1603042361
3440777,Rocha,UY,-34.48,-54.33,81.32,66,14,9.4,1603042361
727337,Sevlievo,BG,43.03,25.11,52.0,66,3,6.8,1603042361
2303611,Esim,GH,4.87,-2.24,77.79,87,74,8.57,1603042361
2158767,Mareeba,AU,-17.0,145.43,69.01,88,41,2.21,1603042361
6541176,Agropoli,IT,40.35,15.0,57.0,83,0,1.01,1603042361
1261647,Nāwa,IN,27.02,75.0,81.27,16,34,8.3,1603042361
2629833,Husavik,IS,66.04,-17.34,41.0,93,90,17.22,1603042346
2208248,Kaitangata,NZ,-46.28,169.85,48.99,91,100,1.99,1603042362
2757857,Dalen,NL,52.7,6.76,50.0,90,95,4.7,1603042362
6167817,Torbay,CA,47.67,-52.73,59.0,77,40,9.17,1603042362
1495626,Pangody,RU,65.85,74.49,24.39,97,57,12.82,1603042362
476252,Vedeno,RU,42.97,46.09,53.6,76,0,4.32,1603042362
3832899,Viedma,AR,-40.81,-63.0,80.01,13,2,13.0,1603042362
174448,Abu Kamal,SY,34.45,40.92,74.34,22,0,6.67,1603042362
1798654,Pingxiang,CN,27.62,113.85,56.59,91,91,1.7,1603042362
3449176,São Francisco,BR,-15.95,-44.86,90.54,37,7,4.61,1603042362
2026023,Bukachacha,RU,52.98,116.92,30.79,96,72,2.21,1603042362
1797264,Quzhou,CN,28.96,118.87,58.46,92,100,5.44,1603042362
1512019,Aksarka,RU,66.56,67.8,22.1,96,50,9.71,1603042362
3489005,Port Antonio,JM,18.18,-76.46,82.4,74,75,19.46,1603042363
1736660,Kota Belud,MY,6.35,116.43,78.8,88,20,3.71,1603042169
5972291,Havre-St-Pierre,CA,50.23,-63.6,46.4,65,1,23.04,1603042363
1278931,Amalner,IN,21.05,75.07,80.67,80,36,3.62,1603042363
1847947,Shingū,JP,33.73,135.98,58.84,75,58,4.97,1603042118
3448903,São João da Barra,BR,-21.64,-41.05,78.8,57,75,18.34,1603042363
159179,Ilula,TZ,-7.68,36.04,73.4,46,20,11.41,1603042363
1733432,Kota Kinabalu,MY,5.97,116.07,78.8,88,20,2.89,1603042363
2109528,Buala,SB,-8.14,159.59,80.08,77,89,1.72,1603042135
3839307,Rawson,AR,-43.3,-65.1,70.9,22,0,16.89,1603042363
2381334,Atar,MR,20.52,-13.05,97.27,17,0,10.22,1603042363
2136825,Isangel,VU,-19.55,169.27,70.21,72,2,4.45,1603042364
1262260,Nagapattinam,IN,10.77,79.83,77.58,78,93,5.93,1603042364
1516048,Khovd,MN,48.01,91.64,38.19,62,19,10.49,1603042364
2123814,Leningradskiy,RU,69.38,178.42,22.1,86,0,6.22,1603042364
2179670,Wanganui,NZ,-39.93,175.05,54.0,79,100,1.99,1603042352
2610343,Vestmanna,FO,62.16,-7.17,39.2,93,100,6.93,1603042364
3163146,Andenes,NO,69.31,16.12,39.2,69,75,16.11,1603042364
2093685,Kokopo,PG,-4.35,152.26,77.23,85,97,2.42,1603042364
2181625,Te Anau,NZ,-45.42,167.72,43.75,92,100,1.28,1603042364
2227853,Mbengwi,CM,6.02,10.0,66.4,88,92,1.36,1603042364
1517637,Ushtobe,KZ,45.25,77.98,51.8,42,59,7.09,1603042364
478544,Uryupinsk,RU,50.8,42.01,59.0,67,14,8.08,1603042365
1627035,Simpang,ID,-1.27,104.08,75.09,86,41,2.06,1603042365
2145554,Ulladulla,AU,-35.35,150.47,55.99,100,90,9.17,1603042365
3842670,Olavarría,AR,-36.89,-60.32,80.01,72,20,5.99,1603042365
1349090,Harindānga,IN,22.04,88.32,84.2,83,40,4.7,1603042365
550902,Kez,RU,57.9,53.72,35.87,90,100,12.75,1603042365
6096551,Pangnirtung,CA,66.15,-65.71,44.6,56,90,14.99,1603042365
6316343,Alta Floresta,BR,-9.88,-56.09,97.66,29,64,1.25,1603042365
3694564,Moyobamba,PE,-6.05,-76.97,83.73,50,9,3.76,1603042365
331259,Mēga,ET,4.05,38.3,63.66,74,22,5.73,1603042365
2253354,Dakar,SN,14.69,-17.44,87.8,74,0,6.93,1603042228
2264923,Peniche,PT,39.36,-9.38,64.0,77,53,11.01,1603042311
3394539,Montes Altos,BR,-5.83,-47.07,100.45,20,64,6.53,1603042365
2170089,Craigieburn,AU,-37.6,144.95,48.0,93,20,5.82,1603042266
5505411,Henderson,US,36.04,-114.98,82.99,11,1,1.25,1603042134
3423146,Ilulissat,GL,69.22,-51.1,39.2,60,99,12.75,1603042366
2348892,Auchi,NG,7.07,6.27,78.84,74,51,1.01,1603042366
5972762,Hay River,CA,60.82,-115.8,24.8,68,75,9.17,1603042103
735736,Kilkis,GR,40.99,22.87,64.99,49,44,15.01,1603042366
2017912,Plastun,RU,44.76,136.29,38.73,78,18,5.79,1603042366
1791539,Wencheng,CN,33.06,113.8,56.01,52,12,1.74,1603042366
553766,Kamenka,RU,51.32,42.77,55.0,67,12,10.18,1603042366
110690,Faya,SA,18.39,42.45,69.8,13,0,9.17,1603042150
1529376,Korla,CN,41.76,86.15,47.43,49,0,0.85,1603042366
1529660,Aksu,CN,41.12,80.26,51.1,43,0,1.21,1603042367
3374083,Bathsheba,BB,13.22,-59.52,87.8,70,40,6.93,1603042367
1528998,Yumen,CN,40.28,97.2,44.8,43,68,15.52,1603042367
2122605,Okhotsk,RU,59.38,143.3,25.27,85,35,14.97,1603042367
1651531,Ambon City,ID,-3.7,128.18,79.0,92,97,6.15,1603042367
2156643,Mount Gambier,AU,-37.83,140.77,48.2,100,90,6.93,1603042367
260895,Karpathos,GR,35.51,27.21,77.0,83,20,4.7,1603042367
4273299,Hutchinson,US,38.06,-97.93,42.8,60,90,14.99,1603042267
1259385,Port Blair,IN,11.67,92.75,80.71,83,99,14.03,1603042367
6061979,Lumsden,CA,50.65,-104.87,25.0,49,90,17.22,1603042367
1529102,Ürümqi,CN,43.8,87.6,51.8,37,12,6.71,1603042205
889215,Kariba,ZW,-16.52,28.8,81.88,27,32,5.28,1603042367
2109701,Auki,SB,-8.77,160.7,78.53,81,77,3.71,1603042367
3470825,Bariri,BR,-22.07,-48.74,87.01,40,50,1.99,1603042368
138025,Dāmghān,IR,36.17,54.35,56.08,30,0,1.07,1603042368
3466901,Carmo do Rio Claro,BR,-20.97,-46.12,80.6,52,66,6.4,1603042368
361058,Alexandria,EG,31.22,29.96,77.0,69,0,9.17,1603042368
1624041,Ternate,ID,0.8,127.4,81.43,78,100,9.62,1603042368
2090021,Namatanai,PG,-3.67,152.43,79.84,75,93,6.26,1603042368
305681,Kumluca,TR,36.37,30.29,74.28,69,10,2.42,1603042368
3445026,Vila Velha,BR,-20.33,-40.29,78.01,69,75,8.05,1603042368
4726521,San Patricio,US,28.02,-97.52,89.01,48,20,14.99,1603042368
3899539,Antofagasta,CL,-23.65,-70.4,60.8,77,90,9.17,1603042368
3694112,Paita,PE,-5.09,-81.11,70.34,68,15,19.35,1603042368
824050,Aran,AZ,40.63,46.98,59.0,93,0,4.7,1603042369
1857260,Mikuni,JP,36.22,136.15,53.6,81,75,3.36,1603042369
2922511,Garrel,DE,52.95,8.02,50.0,88,100,1.01,1603042369
2019488,Namtsy,RU,62.72,129.67,14.0,85,96,4.47,1603042369
556268,Ostrovnoy,RU,68.05,39.51,34.38,87,55,13.22,1603042369
4035249,Lufilufi,WS,-13.87,-171.6,75.2,100,40,4.7,1603042369
3414079,Olafsvik,IS,64.89,-23.71,42.76,80,67,27.13,1603042369
3698359,Chicama,PE,-7.84,-79.15,68.0,72,43,12.75,1603042163
578283,Spornoye,RU,50.84,37.29,42.8,75,51,13.42,1603042369
3628473,San Cristobal,VE,7.77,-72.22,93.2,36,40,21.92,1603042369
5975004,High Level,CA,58.52,-117.14,23.0,62,90,4.7,1603042148
934479,Grand Gaube,MU,-20.01,57.66,73.0,70,0,3.0,1603042370
3460064,Jatai,BR,-17.88,-51.71,82.09,52,59,8.68,1603042370
5797693,Hoquiam,US,46.98,-123.89,60.01,77,90,14.99,1603042370
2667402,Trelleborg,SE,55.38,13.16,46.0,75,49,3.36,1603042370
2014836,Tupik,RU,54.43,119.93,20.23,96,66,1.61,1603042370
2098329,Daru,PG,-9.08,143.21,78.58,86,99,10.6,1603042370
2412408,Nioro,GM,13.35,-15.75,92.37,45,11,1.68,1603042370
3139597,Sistranda,NO,63.73,8.83,42.8,70,40,23.04,1603042370
4946620,Palmer,US,42.16,-72.33,62.01,38,75,4.7,1603042370
2068110,Kununurra,AU,-15.77,128.73,82.4,78,29,4.7,1603042370
2024626,Dzhebariki-Khaya,RU,62.22,135.8,17.04,95,100,2.89,1603042371
1855540,Naze,JP,28.37,129.48,75.2,94,90,19.46,1603042371
1642773,Japura,ID,-0.32,102.35,75.15,96,78,1.01,1603042371
3470137,Belmonte,BR,-15.86,-38.88,78.8,69,75,9.17,1603042310
779622,Havøysund,NO,71.0,24.66,35.6,71,75,5.82,1603042371
3452900,Porto Belo,BR,-27.16,-48.55,78.01,73,20,8.05,1603042371
1218612,Murgab,TM,37.5,61.97,60.8,41,0,4.7,1603042371
4100525,Batesville,US,35.77,-91.64,66.99,77,90,3.36,1603042204
5955902,Fort Nelson,CA,58.81,-122.7,12.2,78,5,5.82,1603042205
3628423,San Felipe,VE,10.34,-68.74,91.17,47,94,4.54,1603042371
5364022,La Palma,US,33.85,-118.05,75.0,69,20,5.28,1603042371
5882953,Aklavik,CA,68.22,-135.01,8.6,92,20,3.36,1603042372
1272517,Dirba,IN,30.07,75.98,72.66,22,0,2.95,1603042372
3692029,Saposoa,PE,-6.93,-76.77,87.8,58,40,3.36,1603042372
5983720,Iqaluit,CA,63.75,-68.51,32.0,95,90,8.05,1603042101
6620339,Karratha,AU,-20.74,116.85,68.04,72,0,13.4,1603042147
7601762,Bairiki Village,KI,1.33,172.98,80.6,74,20,10.29,1603042372
1674199,Yilan,TW,24.76,121.75,71.6,88,75,10.29,1603042372
3662927,Pauini,BR,-7.71,-66.98,93.7,42,82,4.14,1603042372
3564124,Cienfuegos,CU,22.15,-80.44,84.2,74,75,9.17,1603042372
1488788,Tyubuk,RU,56.06,60.94,36.59,77,76,11.39,1603042162
2101169,Aitape,PG,-3.14,142.35,77.58,85,97,3.42,1603042373
545788,Kommunar,RU,59.62,30.39,35.6,90,90,4.47,1603042373
6137462,Saint-Augustin,CA,51.23,-58.65,56.16,46,25,12.24,1603042373
923058,Kambove,CD,-10.88,26.6,69.84,49,1,4.63,1603042373
4021858,Guerrero Negro,MX,27.98,-114.06,81.9,46,11,8.16,1603042373
1513491,Yangi Marg`ilon,UZ,40.43,71.72,53.6,58,0,9.17,1603042373
1152562,Kui Buri,TH,12.08,99.85,73.42,91,98,5.59,1603042373
2108857,Gizo Government Station,SB,-8.1,156.84,81.61,71,100,5.01,1603042129
1490256,Talnakh,RU,69.49,88.4,17.6,85,90,6.71,1603042373
1140025,Herat Province,AF,34.5,62.0,48.87,46,0,10.67,1603042373
6942803,Caraquet,CA,47.79,-64.94,53.6,58,1,9.17,1603042374
1047660,Cuamba,MZ,-14.8,36.54,81.68,18,2,3.87,1603042374
5975503,Hinton,CA,53.4,-117.59,24.21,84,49,2.46,1603042374
207570,Mwene-Ditu,CD,-7.0,23.45,71.2,83,92,0.87,1603042374
2030065,Mandalgovi,MN,45.76,106.27,38.48,56,6,10.45,1603042374
2014694,Tyrma,RU,50.08,132.17,27.21,85,48,1.68,1603042374
2120612,Tigil',RU,57.8,158.67,36.25,90,100,11.12,1603042374
3901969,Urubichá,BO,-15.38,-62.95,102.69,21,29,5.86,1603042374
2112309,Katsuura,JP,35.13,140.3,57.2,76,40,8.05,1603042374
3707921,La Colorada,PA,8.02,-80.98,84.96,76,76,8.08,1603042375
2315026,Kasongo-Lunda,CD,-6.47,16.82,73.45,89,68,2.8,1603042375
2446267,Dakoro,NE,14.51,6.76,95.47,12,0,6.26,1603042375
5445298,Dodge City,US,37.75,-100.02,39.0,69,90,21.92,1603042353
2032201,Bulgan,MN,48.81,103.53,35.51,69,47,3.44,1603042375
3492997,Samaná,DO,19.21,-69.34,87.8,70,40,4.7,1603042130
5655240,Great Falls,US,47.5,-111.3,21.0,85,90,12.75,1603042375
2636638,Stromness,GB,58.97,-3.3,41.0,93,40,5.82,1603042375
4034551,Faanui,PF,-16.48,-151.75,78.66,82,19,9.17,1603042375
1507873,Chik,RU,54.99,82.43,35.6,55,51,15.66,1603042375
2290412,Daoukro,CI,7.06,-3.96,76.01,87,73,1.23,1603042376
1821274,Macao,MO,22.2,113.55,75.2,78,40,13.87,1603042109
1687894,Santa Rosa,PH,14.31,121.11,80.6,88,40,2.24,1603042376
6453316,Tromsø,NO,69.65,18.96,32.0,81,40,10.29,1603042376
2172797,Cairns,AU,-16.92,145.77,69.01,88,29,3.85,1603042286
2460954,Araouane,ML,18.9,-3.53,98.65,11,0,10.27,1603042094
1787858,Shangrao,CN,28.45,117.97,58.87,94,100,2.48,1603042376
1177446,Gwadar,PK,25.12,62.33,81.63,25,0,17.25,1603042376
6171633,Ucluelet,CA,48.93,-125.55,54.0,100,90,2.24,1603042142
1731248,Alugan,PH,12.22,125.48,80.69,83,100,5.61,1603042376
5815539,West Lake Stevens,US,47.99,-122.1,54.0,93,90,11.41,1603042376
4031574,Provideniya,RU,64.38,-173.3,33.69,91,61,4.94,1603042376
1489499,Togur,RU,58.36,82.83,29.62,92,100,16.58,1603042377
1639337,Kroya,ID,-7.63,109.25,64.99,86,100,6.82,1603042377
5030005,Hibbing,US,47.43,-92.94,28.4,73,90,8.05,1603042377
1489209,Troitskoye,RU,52.98,84.68,33.33,88,50,8.28,1603042377
2021188,Kurumkan,RU,54.3,110.3,35.94,80,74,2.17,1603042377
2457161,Gao,ML,16.64,1.64,96.46,12,34,7.52,1603042377
3150742,Jørpeland,NO,59.02,6.04,44.6,65,20,11.41,1603042377
1214488,Meulaboh,ID,4.14,96.13,77.25,83,100,3.58,1603042143
6255012,Flinders,AU,-34.58,150.86,59.0,83,73,1.01,1603042377
1861280,Itoman,JP,26.12,127.67,77.0,83,20,16.11,1603042164
2032614,Baruun-Urt,MN,46.68,113.28,36.68,69,30,9.15,1603042378
4267661,Arkansas City,US,37.06,-97.04,45.0,70,90,18.34,1603042200
3430443,Necochea,AR,-38.55,-58.74,66.54,62,36,12.15,1603042378
3648546,Barinas,VE,8.62,-70.21,87.67,60,99,4.97,1603042378
933677,Kasane,BW,-17.82,25.15,84.2,14,0,6.93,1603042378
359783,Assiut,EG,27.18,31.18,87.8,33,0,11.41,1603042378
3451138,Rio Grande,BR,-32.03,-52.1,81.0,61,0,5.01,1603042378
2121126,Smirnykh,RU,49.75,142.83,31.06,84,0,4.83,1603042378
1814435,Dafeng,CN,23.45,108.59,63.3,70,97,7.25,1603042378
3421719,Narsaq,GL,60.92,-46.05,41.0,88,56,3.36,1603042146
1623197,Tual,ID,-5.67,132.75,80.31,82,97,13.35,1603042379
2963295,Killybegs,IE,54.63,-8.45,53.6,87,75,6.93,1603042379
1235846,Matara,LK,5.95,80.54,78.6,86,64,10.56,1603042143
3893629,Coquimbo,CL,-29.95,-71.34,57.2,82,75,10.29,1603042379
2019935,Mnogovershinnyy,RU,53.94,139.92,22.37,97,100,9.84,1603042379
3404558,Cabedelo,BR,-6.98,-34.83,86.0,55,40,14.99,1603042379
2126682,Bilibino,RU,68.05,166.44,15.35,94,98,2.55,1603042379
2175403,Blackwater,AU,-23.58,148.88,63.05,79,0,4.81,1603042379
1850345,Toba,JP,34.48,136.85,57.2,87,20,11.41,1603042379
1714733,Dingle,PH,11.0,122.67,76.75,90,100,5.39,1603042096
6183204,Winkler,CA,49.18,-97.94,32.0,75,75,16.11,1603042380
3372745,Rabo de Peixe,PT,37.8,-25.58,64.4,52,20,14.99,1603042380
4734350,Stephenville,US,32.22,-98.2,81.0,54,1,12.75,1603042380
3372472,Vila Franca do Campo,PT,37.72,-25.43,64.4,52,20,14.99,1603042380
214575,Kampene,CD,-3.6,26.67,70.12,94,100,2.1,1603042380
2643044,Margate,GB,51.38,1.39,52.0,75,50,4.36,1603042213
1106643,Quatre Cocos,MU,-20.21,57.76,75.2,69,40,8.05,1603042380
1313479,Loikaw,MM,19.67,97.21,65.93,89,80,1.25,1603042380
3463124,Formosa do Rio Preto,BR,-11.05,-45.19,97.84,20,25,8.3,1603042380
4032420,Neiafu,TO,-18.65,-173.98,73.4,83,75,15.17,1603042380
1642858,Jambi City,ID,-1.6,103.62,73.99,96,38,3.42,1603042380
3514843,Vega de Alatorre,MX,20.03,-96.63,82.74,65,0,7.31,1603042381
3398428,Humberto de Campos,BR,-2.6,-43.46,89.78,48,93,11.54,1603042381
2618795,Klaksvík,FO,62.23,-6.59,39.2,93,100,6.93,1603042381
4388460,Grandview,US,38.89,-94.53,43.0,70,90,18.34,1603042374
3945985,Camaná,PE,-16.62,-72.71,65.34,67,70,6.17,1603042156
3598787,Champerico,GT,14.3,-91.92,87.8,66,75,6.93,1603042381
3439525,Young,UY,-32.68,-57.63,86.83,57,1,6.69,1603042381
2291136,Bondoukou,CI,8.03,-2.8,76.62,84,68,2.21,1603042381
2525362,Carbonia,IT,39.17,8.52,64.99,77,40,10.29,1603042381
1283217,Khanbari,NP,27.37,87.2,68.22,62,25,1.81,1603042381
1501795,Krivosheino,RU,57.34,83.93,30.74,92,98,13.71,1603042381
5942913,Dryden,CA,49.78,-92.75,28.4,86,90,10.29,1603042382
296852,Erzin,TR,36.96,36.2,77.0,78,78,2.08,1603042382
