,City ID,City,Country,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
288,1513087,Nurota,UZ,40.56,65.69,44.6,48,0,4.7,1602901861
289,8010683,Porto Santo,PT,33.07,-16.34,64.4,72,20,2.24,1602901861
290,1249931,Beruwala,LK,6.48,79.98,81.99,72,78,9.78,1602901861
291,1810637,Ganzhou,CN,28.82,115.43,61.79,78,100,6.91,1602901861
292,2171766,Charlestown,AU,-32.95,151.67,86.0,52,92,8.12,1602901861
293,336454,Ginir,ET,7.13,40.7,56.68,86,11,4.5,1602901862
294,3421765,Nanortalik,GL,60.14,-45.24,41.04,77,100,10.83,1602901862
295,5861897,Fairbanks,US,64.84,-147.72,21.2,53,75,8.05,1602901719
296,2738381,Lata,PT,40.16,-8.33,54.0,87,100,3.0,1602901862
297,2310547,Aconibe,GQ,1.3,10.94,68.72,98,100,2.91,1602901862
298,2034615,Tahe,CN,52.33,124.73,32.22,90,89,12.64,1602901862
299,5380437,Pacific Grove,US,36.62,-121.92,73.4,40,1,1.86,1602901641
300,2146219,Hervey Bay,AU,-25.3,152.85,77.0,38,0,9.17,1602901863
301,1493162,Salym,RU,60.06,71.48,32.07,94,21,8.95,1602901863
302,217570,Buta,CD,2.79,24.73,66.56,98,65,0.49,1602901863
303,3373329,Arrifes,PT,37.77,-25.7,62.6,88,75,9.17,1602901863
304,1637001,Biak,ID,-0.91,122.88,75.63,89,100,5.44,1602901863
305,3440777,Rocha,UY,-34.48,-54.33,52.45,95,0,8.48,1602901864
306,2686162,Oskarshamn,SE,57.26,16.45,42.01,95,57,3.09,1602901864
307,2270385,Camacha,PT,33.08,-16.33,64.4,72,20,2.24,1602901864
308,3386568,Tauá,BR,-5.97,-40.3,72.43,62,10,14.56,1602901864
309,1214488,Meulaboh,ID,4.14,96.13,83.1,70,87,4.65,1602901864
310,2520645,Cabra,ES,37.47,-4.44,52.0,67,6,2.15,1602901864
311,3981432,Todos Santos,MX,23.45,-110.22,81.0,86,0,4.99,1602901864
312,491684,Smolenskaya Oblast’,RU,55.0,33.0,38.98,79,83,2.75,1602901865
313,1267390,Kavaratti,IN,10.57,72.64,81.57,76,1,15.79,1602901865
314,1786676,Yima,CN,34.74,111.88,70.0,99,3,2.24,1602901865
315,3430443,Necochea,AR,-38.55,-58.74,55.99,96,0,5.99,1602901865
316,1735459,Teluk Anson,MY,4.03,101.02,86.0,79,20,4.7,1602901865
317,2469571,Lemta,TN,35.67,10.88,64.4,59,7,9.17,1602901865
318,2332079,Lere,NG,10.39,8.57,69.78,74,17,2.53,1602901866
319,1502073,Krasnosel'kup,RU,65.7,82.47,30.58,99,100,19.04,1602901866
320,1793899,Suicheng,CN,33.9,117.93,64.31,31,64,5.17,1602901866
321,3628473,San Cristobal,VE,7.77,-72.22,66.49,86,95,3.98,1602901866
322,1606386,Sattahip,TH,12.67,100.9,78.8,88,75,3.36,1602901866
323,3388456,São José da Coroa Grande,BR,-8.9,-35.15,75.36,86,14,8.79,1602901866
324,1712961,Gigmoto,PH,13.78,124.39,85.91,68,29,3.15,1602901866
325,1121143,Zabul Province,AF,32.25,67.25,50.16,36,0,3.62,1602901867
326,1295765,Sittwe,MM,20.15,92.9,85.21,75,99,6.46,1602901867
327,3087705,Pszczyna,PL,49.98,18.95,43.0,91,100,5.46,1602901867
328,3144987,Beisfjord,NO,68.38,17.6,41.0,93,100,5.82,1602901867
329,3126369,Carballo,ES,43.21,-8.69,54.0,81,100,6.93,1602901867
330,1634614,Nabire,ID,-3.37,135.48,88.52,57,38,4.76,1602901867
331,2170581,Coolum Beach,AU,-26.53,153.1,77.0,64,47,3.0,1602901867
332,698627,Oleksandrivka,UA,48.96,32.23,56.97,93,99,5.28,1602901867
333,1863997,Fukuechō,JP,32.69,128.84,66.2,68,40,13.87,1602901867
334,3469190,Boquira,BR,-12.82,-42.73,76.62,38,4,5.37,1602901867
335,691469,Tokmak,UA,47.25,35.71,59.31,94,43,6.96,1602901744
336,1500933,Labytnangi,RU,66.66,66.42,29.17,96,100,19.3,1602901868
337,2067089,Maningrida,AU,-12.07,134.27,88.79,50,1,11.77,1602901868
338,5789856,Cheney,US,47.49,-117.58,61.0,59,75,18.34,1602901868
339,690285,Velyka Bahachka,UA,49.79,33.72,57.63,93,100,7.38,1602901868
340,3663529,Manacapuru,BR,-3.3,-60.62,78.8,88,60,3.09,1602901868
341,935221,Saint-Paul,RE,-21.01,55.27,70.0,64,49,9.17,1602901868
342,2447513,Arlit,NE,18.74,7.39,86.97,14,0,5.35,1602901868
343,5557293,Sitka,US,57.05,-135.33,48.2,70,40,6.93,1602901869
344,303830,Nevşehir,TR,38.92,34.67,50.0,57,0,3.36,1602901869
345,2344415,Duku,NG,11.24,4.91,76.55,76,7,3.62,1602901869
346,3939168,Huarmey,PE,-10.07,-78.15,63.09,84,72,4.54,1602901869
347,5563839,Fortuna,US,40.6,-124.16,60.01,76,1,8.05,1602901869
348,3347019,Mossamedes,AO,-15.2,12.15,70.43,68,94,1.05,1602901869
349,229911,Lugazi,UG,0.38,32.92,61.68,90,83,0.92,1602901869
350,2763810,Telfs,AT,47.3,11.07,42.8,93,75,2.24,1602901870
351,3697441,El Alto,PE,-4.27,-81.21,63.79,87,24,15.75,1602901870
352,5905393,Bonavista,CA,48.65,-53.11,48.0,81,0,1.01,1602901870
353,964420,Port Elizabeth,ZA,-33.92,25.57,55.4,100,51,2.24,1602901660
354,5866063,Kenai,US,60.55,-151.26,37.4,55,1,4.7,1602901870
355,333795,Jijiga,ET,9.35,42.8,60.8,65,3,2.62,1602901870
356,1645133,Dumai,ID,1.68,101.45,85.03,70,100,3.24,1602901610
357,257122,Methóni,GR,36.82,21.7,75.2,88,40,10.58,1602901870
358,3115824,Muros,ES,42.78,-9.06,50.0,91,100,1.99,1602901871
359,96994,Dahuk,IQ,36.87,42.99,60.69,33,0,2.59,1602901871
360,358619,Port Said,EG,31.26,32.28,77.0,83,0,8.05,1602901871
361,2521673,Archidona,ES,37.1,-4.39,59.0,56,25,2.24,1602901871
362,490065,Sovetskaya,RU,44.78,41.17,58.08,69,0,4.81,1602901871
363,3393536,Olinda,BR,-8.01,-34.86,80.6,74,75,10.29,1602901871
364,3445026,Vila Velha,BR,-20.33,-40.29,71.6,78,90,9.17,1602901872
365,1244926,Hambantota,LK,6.12,81.12,80.6,78,40,6.93,1602901872
366,3374462,Mindelo,CV,16.89,-24.98,78.8,83,75,8.05,1602901872
367,1519938,Karatau,KZ,43.17,70.47,51.91,44,0,1.99,1602901872
368,3382160,Cayenne,GF,4.93,-52.33,77.0,94,73,1.12,1602901807
369,1106643,Quatre Cocos,MU,-20.21,57.76,70.0,88,40,5.82,1602901872
370,777019,Vardø,NO,70.37,31.11,37.62,74,100,10.29,1602901872
371,3356213,Khorixas,NA,-20.37,14.97,62.92,62,15,2.35,1602901872
372,3163995,Voghera,IT,44.99,9.01,50.0,7,1,3.62,1602901872
373,2025630,Chara,RU,56.91,118.26,20.14,82,3,7.02,1602901873
374,935214,Saint-Pierre,RE,-21.34,55.48,70.0,52,5,4.7,1602901873
375,3454606,Arraias,BR,-12.93,-46.94,78.82,24,0,1.48,1602901873
376,57000,Hobyo,SO,5.35,48.53,79.02,80,2,13.58,1602901873
377,3170094,Portoferraio,IT,42.81,10.31,52.0,10,33,3.42,1602901873
378,3687972,Calamar,CO,10.25,-74.91,78.08,89,55,4.72,1602901874
379,2121025,Srednekolymsk,RU,67.45,153.68,26.58,97,81,12.5,1602901874
380,2729907,Longyearbyen,SJ,78.22,15.64,24.8,68,40,10.29,1602901874
381,2126199,Cherskiy,RU,68.75,161.3,28.02,98,94,3.29,1602901874
382,1259385,Port Blair,IN,11.67,92.75,83.07,74,100,11.61,1602901874
383,2094342,Kavieng,PG,-2.57,150.8,84.27,71,97,12.46,1602901874
384,653272,Kemijärvi,FI,66.71,27.43,32.65,97,100,3.36,1602901874
385,2071860,Esperance,AU,-33.87,121.9,64.4,59,75,8.05,1602901874
386,6255012,Flinders,AU,-34.58,150.86,75.99,70,100,5.01,1602901875
387,3460148,Januária,BR,-15.48,-44.37,79.86,57,33,11.23,1602901875
388,2401578,Bitam,GA,2.08,11.5,68.0,98,99,2.24,1602901875
389,3733380,Campoverde,PE,-8.48,-74.81,73.53,91,85,2.01,1602901875
390,6322927,Pontal do Paraná,BR,-25.65,-48.51,52.0,93,20,3.36,1602901875
391,1174451,Keti Bandar,PK,24.14,67.45,87.06,17,31,18.61,1602901875
392,2644605,Lerwick,GB,60.15,-1.15,41.0,93,100,8.05,1602901875
393,3841956,Paraná,AR,-31.73,-60.52,67.62,70,0,7.94,1602901875
394,72181,Marzuq,YE,14.4,46.47,63.01,29,0,1.25,1602901876
395,2098329,Daru,PG,-9.08,143.21,81.75,70,64,13.02,1602901876
396,1792592,Tongren,CN,27.72,109.19,57.67,82,100,2.91,1602901876
397,1714733,Dingle,PH,11.0,122.67,85.75,71,61,3.06,1602901876
398,2120591,Tilichiki,RU,60.47,166.1,38.12,71,7,5.77,1602901876
399,1855540,Naze,JP,28.37,129.48,80.6,69,75,10.29,1602901877
400,1261375,Nimāparha,IN,20.07,86.02,80.6,94,20,4.7,1602901877
401,1337605,Mahibadhoo,MV,3.78,72.97,82.35,75,9,13.58,1602901877
402,746565,Görele,TR,41.03,39.0,66.2,82,3,3.36,1602901877
403,110690,Faya,SA,18.39,42.45,57.2,30,0,4.09,1602901877
404,605155,Kiruna,SE,67.86,20.23,37.4,86,78,11.41,1602901877
405,2127202,Anadyr,RU,64.75,177.48,35.6,93,90,14.76,1602901877
406,5554072,Juneau,US,58.3,-134.42,39.99,48,90,11.41,1602901877
407,2641598,Newport,GB,51.59,-3.0,50.0,95,33,7.72,1602901878
408,6112530,Powassan,CA,46.03,-79.35,39.0,93,75,6.93,1602901878
409,751335,Bafra,TR,41.57,35.91,55.4,87,40,4.7,1602901878
410,1736660,Kota Belud,MY,6.35,116.43,84.2,74,20,2.24,1602901878
411,2983272,Arrondissement de Rochefort,FR,45.92,-1.0,48.2,81,90,3.36,1602901878
412,2181625,Te Anau,NZ,-45.42,167.72,52.86,64,57,2.37,1602901878
413,1487860,Vagay,RU,57.94,69.02,41.99,86,97,1.7,1602901878
414,751816,Artvin Province,TR,41.17,41.83,60.8,77,0,17.22,1602901584
415,3573374,The Valley,AI,18.22,-63.06,79.0,88,75,8.05,1602901879
416,533964,Loukhi,RU,66.08,33.04,34.0,97,100,3.51,1602901879
417,6113365,Prince George,CA,53.92,-122.75,33.8,86,75,4.7,1602901879
418,695464,Romny,UA,50.75,33.47,50.5,80,100,9.66,1602901879
419,1526041,Atasū,KZ,48.68,71.64,50.81,44,39,6.38,1602901879
420,3414079,Olafsvik,IS,64.89,-23.71,46.85,84,100,2.93,1602901879
421,917748,Choma,ZM,-16.81,26.95,63.99,50,3,7.25,1602901879
422,2063056,Port Augusta,AU,-32.5,137.77,64.0,72,90,18.34,1602901879
423,2457161,Gao,ML,16.64,1.64,88.02,17,4,5.64,1602901880
424,2063030,Port Pirie,AU,-33.18,138.02,60.8,72,90,18.34,1602901880
425,1135689,Kunduz,AF,36.73,68.86,62.26,30,0,2.3,1602901880
426,1786538,Yining,CN,29.04,114.56,61.09,79,100,4.38,1602901880
427,2037886,Dandong,CN,40.13,124.39,60.98,48,0,10.71,1602901880
428,6096551,Pangnirtung,CA,66.15,-65.71,37.6,84,100,5.01,1602901880
429,3354071,Oranjemund,NA,-28.55,16.43,58.66,82,0,7.74,1602901880
430,2051523,Bratsk,RU,56.13,101.61,26.6,86,100,11.18,1602901880
431,610612,Aktau,KZ,43.65,51.2,41.0,48,0,11.18,1602901881
432,5354943,Half Moon Bay,US,37.46,-122.43,86.0,23,1,12.75,1602901881
433,921900,Dzaoudzi,YT,-12.79,45.27,78.8,83,75,8.05,1602901881
434,3982837,Sonoita,MX,31.85,-112.83,83.59,14,0,7.7,1602901881
435,1273463,Darlawn,IN,24.02,92.9,82.4,88,40,0.65,1602901881
436,3868626,Valparaíso,CL,-33.04,-71.63,53.6,100,90,3.36,1602901881
437,2209055,Waddān,LY,29.16,16.14,79.66,19,60,10.31,1602901881
438,2156643,Mount Gambier,AU,-37.83,140.77,57.2,62,90,21.92,1602901882
439,5856516,‘Āhuimanu,US,21.44,-157.84,86.0,58,75,13.87,1602901882
440,1640972,Katobu,ID,-4.94,122.53,92.7,41,36,2.37,1602901882
441,2697720,Landskrona,SE,55.87,12.83,45.0,89,0,8.34,1602901882
442,1510689,Baykit,RU,61.67,96.37,27.86,95,100,7.52,1602901882
443,315367,Erzurum Province,TR,40.0,41.5,30.2,86,0,1.48,1602901882
444,4985180,Bay City,US,43.59,-83.89,39.2,69,20,10.29,1602901882
445,2126682,Bilibino,RU,68.05,166.44,30.29,97,100,2.08,1602901882
446,693231,Solone,UA,48.21,34.87,53.6,93,91,4.47,1602901883
447,6063191,Mackenzie,CA,55.3,-123.17,30.2,74,90,2.91,1602901747
448,528521,Matveyevka,RU,52.15,56.18,48.2,57,100,6.71,1602901883
449,2618795,Klaksvík,FO,62.23,-6.59,42.8,87,79,16.11,1602901883
450,1698289,Pundaguitan,PH,6.37,126.17,82.8,72,100,8.1,1602901883
451,88533,Awjilah,LY,29.11,21.29,77.47,30,0,14.07,1602901884
452,4920869,Granger,US,41.75,-86.13,42.8,60,1,5.82,1602901884
453,4033077,Vaitape,PF,-16.52,-151.75,80.55,76,35,9.17,1602901884
454,4726521,San Patricio,US,28.02,-97.52,62.6,88,90,9.17,1602901884
455,2194098,Ahipara,NZ,-35.17,173.17,59.7,55,0,6.26,1602901885
456,3430545,Morón,AR,-34.65,-58.62,71.01,70,0,3.0,1602901885
457,214389,Kaniama,CD,-7.57,24.18,64.83,94,0,1.43,1602901885
458,1282027,Malé,MV,4.17,73.51,84.2,74,75,14.99,1602901799
459,3836620,Orán,AR,-23.13,-64.33,77.0,55,100,2.17,1602901886
460,3839479,Rafaela,AR,-31.25,-61.49,73.99,40,90,1.01,1602901886
461,1153850,Bo Phloi,TH,14.32,99.52,74.95,91,100,10.4,1602901886
462,2381334,Atar,MR,20.52,-13.05,86.18,26,11,6.02,1602901887
463,893485,Chiredzi,ZW,-21.05,31.67,66.54,79,9,5.55,1602901887
464,2647248,Haywards Heath,GB,51.0,-0.1,48.0,96,70,4.47,1602901887
465,2742416,Barcelos,PT,41.54,-8.62,52.0,87,100,8.05,1602901888
466,1490624,Surgut,RU,61.25,73.42,32.0,91,40,13.42,1602901888
467,1804874,Kaihua,CN,23.37,104.28,55.26,85,99,7.65,1602901888
468,3714956,Ailigandí,PA,9.23,-78.02,80.89,84,96,4.07,1602901888
469,1252795,Yanam,IN,16.73,82.22,82.4,78,6,4.7,1602901629
470,1855342,Nishihara,JP,26.18,127.76,82.4,65,40,11.41,1602901889
471,3832791,Villa Carlos Paz,AR,-31.42,-64.5,73.99,56,43,10.29,1602901889
472,964712,Plettenberg Bay,ZA,-34.05,23.37,65.14,58,100,7.36,1602901889
473,3835869,Santiago del Estero,AR,-27.8,-64.26,78.24,55,85,10.31,1602901890
474,457714,Madona,LV,56.85,26.22,36.32,83,80,1.16,1602901890
475,3598787,Champerico,GT,14.3,-91.92,70.0,98,100,1.16,1602901890
476,1856068,Nago,JP,26.59,127.98,82.4,69,75,12.75,1602901891
477,4837648,Ledyard Center,US,41.44,-72.01,53.01,100,90,9.17,1602901826
478,779330,Kautokeino,NO,69.01,23.04,32.05,98,100,12.33,1602901891
479,4161118,Lady Lake,US,28.92,-81.92,78.8,78,1,4.7,1602901740
480,2519401,Ciudad Real,ES,39.0,-4.0,48.4,52,0,0.31,1602901891
481,1303406,Nyaunglebin,MM,17.95,96.73,79.5,90,100,4.45,1602901892
482,1264976,Leh,IN,34.17,77.58,43.32,41,0,2.77,1602901892
483,3840300,Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,73.17,64,73,4.81,1602901892
484,1516048,Khovd,MN,48.01,91.64,41.13,54,0,1.05,1602901892
485,3440781,Rivera,UY,-30.91,-55.55,57.6,91,11,9.1,1602901892
486,3397963,Itamaracá,BR,-7.75,-34.83,80.6,74,75,10.29,1602901892
487,3372988,Horta,PT,38.53,-28.63,62.94,67,61,7.96,1602901892
488,6067747,Matagami,CA,49.75,-77.63,28.4,86,1,4.7,1602901892
489,2177069,Ballina,AU,-28.87,153.57,87.01,57,75,18.34,1602901892
490,118704,Rāvar,IR,31.27,56.81,49.12,35,0,2.08,1602901893
491,525426,Sobolevo,RU,54.43,31.9,35.01,87,10,4.65,1602901893
492,3421982,Maniitsoq,GL,65.42,-52.9,40.59,92,100,43.82,1602901893
493,1062663,Mahajanga,MG,-15.72,46.32,78.8,74,40,2.24,1602901893
494,1713131,Gatbo,PH,13.58,123.38,86.02,69,23,2.91,1602901893
495,2088163,Popondetta,PG,-8.75,148.25,89.31,54,69,6.2,1602901893
496,535839,Leshukonskoye,RU,64.9,45.76,29.89,98,82,5.77,1602901893
497,610091,Chingirlau,KZ,51.09,54.08,55.42,63,100,15.68,1602901893
498,229278,Mbale,UG,1.08,34.17,65.61,85,88,1.57,1602901893
499,694273,Shchors,UA,51.82,31.95,47.1,90,99,8.57,1602901739
500,3520994,Puerto Escondido,MX,15.85,-97.07,82.4,69,75,4.7,1602901894
501,3470137,Belmonte,BR,-15.86,-38.88,75.2,83,75,6.93,1602901894
502,3407762,Amapá,BR,1.0,-52.0,73.47,76,0,3.98,1602901894
503,2093685,Kokopo,PG,-4.35,152.26,83.34,70,94,4.29,1602901894
504,1170395,Mingora,PK,34.78,72.36,69.78,24,0,4.97,1602901894
505,5911440,Burgeo,CA,47.62,-57.62,51.26,70,0,7.96,1602901895
506,3145614,Storforshei,NO,66.4,14.52,43.0,93,100,4.0,1602901895
507,3146487,Raudeberg,NO,61.99,5.14,45.0,95,100,10.22,1602901895
508,4945455,Norfolk,US,42.17,-71.25,53.01,100,100,10.29,1602901603
509,164947,Salamiyah,SY,35.01,37.05,57.81,92,0,3.67,1602901895
510,2172880,Byron Bay,AU,-28.65,153.62,87.01,57,59,18.34,1602901895
511,1052944,Angoche,MZ,-16.23,39.91,75.33,76,100,10.71,1602901895
512,1275637,Bilāspur,IN,22.08,82.15,77.29,89,80,5.64,1602901767
513,3118304,Llanes,ES,43.42,-4.75,54.0,78,100,4.03,1602901895
514,2027296,Aykhal,RU,66.0,111.5,12.2,92,0,2.24,1602901896
515,3860443,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,39,12,3.36,1602901896
516,3395981,Maceió,BR,-9.67,-35.74,71.6,94,40,3.36,1602901896
517,3444914,Vitória da Conquista,BR,-14.87,-40.84,66.07,89,27,11.32,1602901896
518,4220862,Saint Simons,US,31.14,-81.39,75.2,69,1,8.05,1602901794
519,1627549,Cilegon,ID,-6.02,106.05,86.0,62,20,4.7,1602901896
520,1789289,Ximeicun,CN,24.96,118.38,78.8,57,75,15.66,1602901896
521,3372783,Ponta Delgada,PT,37.73,-25.67,62.6,88,75,9.17,1602901896
522,607610,Zhangaözen,KZ,43.3,52.8,51.03,41,0,9.01,1602901897
523,1732945,Cukai,MY,4.25,103.42,87.8,70,20,6.93,1602901897
524,3352263,Warmbad,NA,-28.45,18.73,66.47,26,0,4.92,1602901897
525,690873,Tysmenytsya,UA,48.9,24.84,53.01,91,100,3.0,1602901897
526,3939761,Hualmay,PE,-11.1,-77.61,62.62,85,31,8.01,1602901897
527,3691954,Sechura,PE,-5.56,-80.82,65.68,79,41,10.09,1602901897
528,1502697,Kondinskoye,RU,59.65,67.41,31.84,95,68,6.51,1602901897
529,2021017,Kysyl-Syr,RU,63.9,122.76,18.07,92,99,9.64,1602901898
530,766027,Łomża,PL,53.18,22.06,43.0,95,100,1.99,1602901898
531,7647007,Bariloche,AR,-41.15,-71.31,57.99,50,24,10.29,1602901898
532,1651591,Amahai,ID,-3.33,128.92,83.57,72,48,5.73,1602901898
533,2253354,Dakar,SN,14.69,-17.44,78.8,94,20,5.82,1602901858
534,3448903,São João da Barra,BR,-21.64,-41.05,69.42,81,100,8.57,1602901898
535,5969025,Haines Junction,CA,60.75,-137.51,21.61,74,0,3.27,1602901898
536,1154689,Ko Samui,TH,9.54,99.94,82.4,78,20,5.82,1602901892
537,532138,Makar'yev,RU,57.88,43.81,31.12,98,2,6.96,1602901898
538,2636638,Stromness,GB,58.97,-3.3,46.4,81,100,9.17,1602901899
539,3838583,Rosario,AR,-32.95,-60.64,73.4,43,0,6.93,1602901867
540,1835848,Seoul,KR,37.57,126.98,60.8,59,1,3.36,1602901644
541,2063042,Port Hedland,AU,-20.32,118.57,95.0,15,0,18.34,1602901899
542,4954611,Watertown,US,42.37,-71.18,53.6,93,90,4.7,1602901886
543,485660,Tsimmerbude,RU,54.67,20.13,43.0,87,75,6.71,1602901899
544,1278969,Along,IN,28.17,94.77,81.63,56,0,0.58,1602901899
545,1519928,Kostanay,KZ,53.17,63.58,46.4,52,99,13.42,1602901899
546,914959,Kalulushi,ZM,-12.84,28.09,62.73,56,14,6.46,1602901899
547,3984997,San Quintín,MX,30.48,-115.95,71.49,74,48,7.78,1602901900
548,2400547,Gamba,GA,-2.65,10.0,75.18,88,100,7.2,1602901900
549,6144312,Sept-Îles,CA,50.2,-66.38,46.4,100,90,4.7,1602901900
550,2937959,Bone,DE,51.97,12.14,46.99,95,99,5.82,1602901900
551,3463124,Formosa do Rio Preto,BR,-11.05,-45.19,76.37,24,47,1.28,1602901900
552,2426370,Umm Hājar,TD,13.3,19.7,80.58,37,24,0.83,1602901900
553,1797117,Rongcheng,CN,30.63,117.85,66.99,81,50,5.64,1602901900
554,3935102,Mazamari,PE,-11.33,-74.53,68.11,78,7,2.19,1602901900
555,2295672,Saltpond,GH,5.21,-1.06,75.45,91,100,7.81,1602901901
556,1862505,Hirara,JP,24.8,125.28,82.4,69,75,16.11,1602901901
557,3576994,Cockburn Town,TC,21.46,-71.14,83.77,78,83,19.37,1602901901
558,2014624,Udachny,RU,66.42,112.4,12.2,92,0,2.24,1602901901
559,2610806,Vágur,FO,61.47,-6.81,46.89,76,83,16.02,1602901901
560,2191562,Dunedin,NZ,-45.87,170.5,46.99,65,69,25.99,1602901744
561,2065594,Mount Isa,AU,-20.73,139.5,93.2,15,0,9.17,1602901901
562,2381972,Adrar,MR,20.5,-10.07,85.03,18,0,8.46,1602901902
563,240210,Birao,CF,10.28,22.79,72.01,86,97,4.43,1602901902
564,3430988,Luján,AR,-34.57,-59.1,68.0,86,0,7.31,1602901902
565,2057087,Kupang,ID,-10.17,123.58,87.8,62,20,11.41,1602901673
566,1651103,Atambua,ID,-9.11,124.89,88.77,43,31,2.98,1602901902
567,5882953,Aklavik,CA,68.22,-135.01,15.8,66,20,4.7,1602901902
568,1632694,Pangkalanbuun,ID,-2.68,111.62,76.59,92,100,1.72,1602901902
569,5895424,Bay Roberts,CA,47.6,-53.26,52.0,100,90,1.36,1602901902
570,2016307,Solnechnyy,RU,50.72,136.63,44.08,56,57,9.08,1602901902
571,1254111,Tuljāpur,IN,18.0,76.08,73.33,82,62,6.24,1602901903
572,363885,Wau,SS,7.7,28.0,72.18,94,99,3.98,1602901903
573,2264923,Peniche,PT,39.36,-9.38,52.0,99,100,3.2,1602901903
574,3894426,Coyhaique,CL,-45.58,-72.07,48.2,76,12,2.24,1602901903
575,60019,Eyl,SO,7.98,49.82,80.24,74,88,11.83,1602901903
576,2318123,Yenagoa,NG,4.92,6.26,74.71,95,100,2.24,1602901903
577,2035836,Manzhouli,CN,49.6,117.43,37.38,69,30,17.67,1602901903
578,965528,Phalaborwa,ZA,-23.94,31.14,62.6,88,74,4.7,1602901904
